operator,inout_travelling,network_type,rating,calldrop_category,latitude,longitude,state_name,month,has_valid_coordinates,has_valid_state,network_type_known
Airtel,Indoor,4G,5,Satisfactory,13.0726074,77.5601881,Karnataka,February,True,True,True
Airtel,Indoor,4G,5,Satisfactory,13.0726054,77.5602011,Karnataka,February,True,True,True
RJio,Indoor,4G,3,Satisfactory,30.10991735,78.29344615,Uttarakhand,February,True,True,True
RJio,Indoor,4G,5,Satisfactory,12.9566073,77.4896585,Karnataka,February,True,True,True
Airtel,Indoor,Unknown,5,Satisfactory,13.07261,77.5601986,Karnataka,February,True,True,False
VI,Indoor,4G,5,Satisfactory,18.4581658,73.7860295,Maharashtra,February,True,True,True
Airtel,Indoor,Unknown,5,Satisfactory,13.07251878,77.55961935,Karnataka,February,True,True,False
Airtel,Indoor,2G,5,Satisfactory,13.07251878,77.55961935,Karnataka,February,True,True,True
RJio,Indoor,4G,5,Satisfactory,12.95662517,77.48968462,Karnataka,February,True,True,True
RJio,Travelling,4G,3,Satisfactory,17.6771136,73.988696,Maharashtra,February,True,True,True
VI,Outdoor,Unknown,5,Satisfactory,19.06837582,72.99793858,Maharashtra,February,True,True,False
Airtel,Indoor,Unknown,5,Satisfactory,13.0726039,77.5601981,Karnataka,February,True,True,False
Airtel,Indoor,4G,5,Satisfactory,13.0726041,77.5601961,Karnataka,February,True,True,True
Airtel,Indoor,Unknown,5,Satisfactory,13.0726083,77.5602024,Karnataka,February,True,True,False
RJio,Indoor,4G,4,Satisfactory,26.8903774,75.8085665,Rajasthan,February,True,True,True
RJio,Indoor,4G,5,Satisfactory,28.0044502,74.9550347,Rajasthan,February,True,True,True
Airtel,Outdoor,4G,1,Call Dropped,13.07268856,77.56081638,Karnataka,February,True,True,True
Airtel,Indoor,4G,5,Satisfactory,13.0726088,77.5601842,Karnataka,February,True,True,True
RJio,Indoor,4G,3,Satisfactory,30.10478661,78.28769412,Uttarakhand,February,True,True,True
Airtel,Outdoor,Unknown,3,Satisfactory,22.6087237,80.37023222,Madhya Pradesh,February,True,True,False
RJio,Indoor,Unknown,3,Satisfactory,30.11549728,78.28179718,Uttarakhand,February,True,True,False
RJio,Indoor,4G,3,Satisfactory,30.11549728,78.28179718,Uttarakhand,February,True,True,True
Airtel,Indoor,Unknown,5,Satisfactory,13.0726091,77.5601963,Karnataka,February,True,True,False
Airtel,Indoor,Unknown,5,Satisfactory,13.0726066,77.5601979,Karnataka,February,True,True,False
RJio,Travelling,4G,5,Satisfactory,20.2691648,85.79763075,Odisha,February,True,True,True
RJio,Travelling,4G,5,Satisfactory,17.51712578,73.50956205,Maharashtra,February,True,True,True
RJio,Outdoor,4G,2,Poor Voice Quality,28.21161012,76.81929021,Haryana,February,True,True,True
RJio,Outdoor,4G,2,Poor Voice Quality,28.21156188,76.81930698,Haryana,February,True,True,True
VI,Outdoor,Unknown,2,Poor Voice Quality,28.21156188,76.81930698,Haryana,February,True,True,False
Airtel,Indoor,Unknown,5,Satisfactory,13.0726047,77.5601989,Karnataka,February,True,True,False
RJio,Outdoor,4G,2,Call Dropped,28.2116291,76.8193297,Haryana,February,True,True,True
Airtel,Indoor,2G,5,Satisfactory,13.0726095,77.5601908,Karnataka,February,True,True,True
VI,Outdoor,Unknown,5,Satisfactory,19.06597012,73.00208208,Maharashtra,February,True,True,False
VI,Outdoor,Unknown,5,Satisfactory,19.06533376,73.00256515,Maharashtra,February,True,True,False
Airtel,Indoor,4G,5,Satisfactory,13.0726126,77.5601949,Karnataka,February,True,True,True
Airtel,Indoor,Unknown,5,Satisfactory,13.07184494,77.55990685,Karnataka,February,True,True,False
Airtel,Outdoor,Unknown,5,Satisfactory,13.07252532,77.56008685,Karnataka,February,True,True,False
RJio,Indoor,4G,5,Satisfactory,12.961407,77.4787587,Karnataka,February,True,True,True
RJio,Outdoor,4G,5,Satisfactory,12.956607,77.4896585,Karnataka,February,True,True,True
Airtel,Indoor,Unknown,5,Satisfactory,13.0726119,77.5601909,Karnataka,February,True,True,False
RJio,Indoor,4G,4,Satisfactory,26.89167252,75.80651918,Rajasthan,February,True,True,True
VI,Outdoor,Unknown,5,Satisfactory,19.06603111,73.00213843,Maharashtra,February,True,True,False
Airtel,Indoor,Unknown,5,Satisfactory,13.0738652,77.55819297,Karnataka,February,True,True,False
Airtel,Indoor,4G,5,Satisfactory,13.0726168,77.5601988,Karnataka,February,True,True,True
Airtel,Indoor,Unknown,5,Satisfactory,13.0726107,77.5602044,Karnataka,February,True,True,False
Airtel,Indoor,2G,5,Satisfactory,13.0726145,77.5601965,Karnataka,February,True,True,True
Airtel,Indoor,2G,5,Satisfactory,13.07044995,77.56005424,Karnataka,February,True,True,True
Airtel,Indoor,4G,5,Satisfactory,13.07044995,77.56005424,Karnataka,February,True,True,True
Airtel,Outdoor,4G,5,Satisfactory,13.07270398,77.56009489,Karnataka,February,True,True,True
RJio,Indoor,4G,5,Satisfactory,15.876755,74.51420167,Karnataka,February,True,True,True
Airtel,Indoor,Unknown,5,Satisfactory,13.0725872,77.5602279,Karnataka,February,True,True,False
Airtel,Indoor,2G,5,Satisfactory,13.0726143,77.5602197,Karnataka,February,True,True,True
Airtel,Indoor,Unknown,5,Satisfactory,13.0726049,77.5601992,Karnataka,February,True,True,False
RJio,Outdoor,Unknown,3,Satisfactory,30.19984692,78.12433684,Uttarakhand,February,True,True,False
Airtel,Indoor,Unknown,5,Satisfactory,13.0726094,77.5601895,Karnataka,February,True,True,False
Airtel,Indoor,Unknown,5,Satisfactory,13.0726102,77.5601932,Karnataka,February,True,True,False
VI,Outdoor,Unknown,5,Satisfactory,19.06548708,73.00275047,Maharashtra,February,True,True,False
RJio,Indoor,4G,3,Satisfactory,30.19984692,78.12433684,Uttarakhand,February,True,True,True
Airtel,Indoor,Unknown,5,Satisfactory,13.0726064,77.5601922,Karnataka,February,True,True,False
RJio,Indoor,4G,1,Call Dropped,26.89167252,75.80651918,Rajasthan,February,True,True,True
Airtel,Indoor,4G,5,Satisfactory,13.0725996,77.5601879,Karnataka,February,True,True,True
Airtel,Indoor,Unknown,5,Satisfactory,12.98621432,77.73325268,Karnataka,February,True,True,False
VI,Outdoor,4G,5,Satisfactory,19.06543292,73.0026059,Maharashtra,February,True,True,True
Airtel,Indoor,4G,5,Satisfactory,12.9861674,77.7334096,Karnataka,February,True,True,True
VI,Outdoor,Unknown,5,Satisfactory,19.06543292,73.0026059,Maharashtra,February,True,True,False
Airtel,Indoor,Unknown,5,Satisfactory,13.0726073,77.5601947,Karnataka,February,True,True,False
Airtel,Indoor,Unknown,5,Satisfactory,13.0726085,77.5601932,Karnataka,February,True,True,False
Airtel,Indoor,Unknown,5,Satisfactory,13.0726164,77.5601964,Karnataka,February,True,True,False
Airtel,Outdoor,4G,1,Call Dropped,13.07262151,77.5604128,Karnataka,February,True,True,True
Airtel,Indoor,4G,5,Satisfactory,13.07090005,77.55824709,Karnataka,February,True,True,True
Airtel,Indoor,Unknown,5,Satisfactory,13.0726023,77.560196,Karnataka,February,True,True,False
RJio,Indoor,4G,3,Satisfactory,30.1023436,78.2883436,Uttarakhand,February,True,True,True
Airtel,Indoor,Unknown,5,Satisfactory,13.0726096,77.5602003,Karnataka,February,True,True,False
Airtel,Indoor,2G,5,Satisfactory,13.0726071,77.5601983,Karnataka,February,True,True,True
RJio,Indoor,4G,3,Satisfactory,30.1048234,78.2876426,Uttarakhand,February,True,True,True
RJio,Indoor,4G,5,Satisfactory,15.870145,74.50618833,Karnataka,February,True,True,True
RJio,Indoor,4G,5,Satisfactory,12.96244068,77.47534241,Karnataka,February,True,True,True
RJio,Indoor,4G,5,Satisfactory,12.96299493,77.4751254,Karnataka,February,True,True,True
Airtel,Indoor,Unknown,5,Satisfactory,13.06555081,77.52031763,Karnataka,February,True,True,False
Airtel,Travelling,Unknown,5,Satisfactory,13.84237692,75.70285629,Karnataka,February,True,True,False
Airtel,Travelling,Unknown,5,Satisfactory,13.84196403,75.69835842,Karnataka,February,True,True,False
Airtel,Indoor,Unknown,5,Satisfactory,13.91430977,75.6050958,Karnataka,February,True,True,False
Airtel,Indoor,Unknown,5,Satisfactory,14.00082122,75.78062277,Karnataka,February,True,True,False
Airtel,Indoor,4G,5,Satisfactory,14.01427595,75.81791002,Karnataka,February,True,True,True
RJio,Indoor,4G,3,Satisfactory,30.10481504,78.28760952,Uttarakhand,February,True,True,True
Airtel,Indoor,4G,5,Satisfactory,14.02772725,75.93204598,Karnataka,February,True,True,True
VI,Indoor,4G,5,Satisfactory,23.11421222,72.55805578,Gujarat,February,True,True,True
RJio,Travelling,4G,1,Poor Voice Quality,23.0326122,79.01731448,Madhya Pradesh,February,True,True,True
Airtel,Outdoor,4G,5,Satisfactory,14.02029218,75.9050078,Karnataka,February,True,True,True
Airtel,Indoor,Unknown,5,Satisfactory,14.02605042,75.58787158,Karnataka,February,True,True,False
RJio,Indoor,4G,3,Satisfactory,30.10480365,78.28772535,Uttarakhand,February,True,True,True
Airtel,Indoor,4G,5,Satisfactory,13.9435092,75.5840396,Karnataka,February,True,True,True
RJio,Indoor,4G,5,Satisfactory,15.87052167,74.50514,Karnataka,February,True,True,True
Airtel,Indoor,Unknown,5,Satisfactory,13.0753349,77.505722,Karnataka,February,True,True,False
Airtel,Travelling,Unknown,5,Satisfactory,13.01814279,77.55721006,Karnataka,February,True,True,False
Airtel,Travelling,Unknown,5,Satisfactory,13.0272604,77.5618351,Karnataka,February,True,True,False
RJio,Indoor,Unknown,3,Satisfactory,30.1049286,78.28761271,Uttarakhand,February,True,True,False
RJio,Indoor,4G,3,Satisfactory,30.1049286,78.28761271,Uttarakhand,February,True,True,True
RJio,Indoor,4G,5,Satisfactory,15.8704,74.50615333,Karnataka,February,True,True,True
Airtel,Indoor,2G,5,Satisfactory,13.0726196,77.5602054,Karnataka,February,True,True,True
RJio,Indoor,4G,3,Satisfactory,30.1048919,78.28751185,Uttarakhand,February,True,True,True
RJio,Indoor,Unknown,3,Satisfactory,30.07736694,78.26890606,Uttarakhand,February,True,True,False
VI,Outdoor,Unknown,5,Satisfactory,19.06605231,73.00212131,Maharashtra,February,True,True,False
RJio,Indoor,4G,1,Poor Voice Quality,27.2206096,74.1896243,Rajasthan,February,True,True,True
RJio,Indoor,4G,3,Satisfactory,30.07736694,78.26890606,Uttarakhand,February,True,True,True
Airtel,Indoor,Unknown,5,Satisfactory,13.0726395,77.5602151,Karnataka,February,True,True,False
Airtel,Indoor,4G,5,Satisfactory,13.07304281,77.56059175,Karnataka,February,True,True,True
Airtel,Indoor,4G,5,Satisfactory,13.07173268,77.55927546,Karnataka,February,True,True,True
Airtel,Indoor,4G,5,Satisfactory,13.0725979,77.5602014,Karnataka,February,True,True,True
VI,Outdoor,Unknown,5,Satisfactory,19.06560922,73.00275874,Maharashtra,February,True,True,False
RJio,Outdoor,Unknown,3,Satisfactory,30.10481653,78.28765476,Uttarakhand,February,True,True,False
Airtel,Indoor,4G,5,Satisfactory,13.0725974,77.56019,Karnataka,February,True,True,True
VI,Indoor,Unknown,1,Poor Voice Quality,20.9298037,78.97030587,Maharashtra,February,True,True,False
Airtel,Indoor,4G,3,Satisfactory,13.0093419,77.4477873,Karnataka,March,True,True,True
Airtel,Indoor,4G,5,Satisfactory,12.97381542,77.712194,Karnataka,March,True,True,True
VI,Outdoor,4G,5,Satisfactory,18.50489499,73.82525395,Maharashtra,March,True,True,True
RJio,Outdoor,4G,5,Satisfactory,12.9565992,77.4896401,Karnataka,March,True,True,True
RJio,Indoor,4G,3,Satisfactory,30.10475111,78.28764606,Uttarakhand,March,True,True,True
Airtel,Indoor,Unknown,5,Satisfactory,12.9743838,77.7117449,Karnataka,March,True,True,False
Airtel,Indoor,4G,5,Satisfactory,12.9745986,77.7118757,Karnataka,March,True,True,True
Airtel,Indoor,4G,5,Satisfactory,12.97407092,77.71130443,Karnataka,March,True,True,True
VI,Indoor,4G,5,Satisfactory,18.96240145,74.51540636,Maharashtra,March,True,True,True
RJio,Indoor,Unknown,3,Satisfactory,30.10475111,78.28764606,Uttarakhand,March,True,True,False
Airtel,Indoor,Unknown,5,Satisfactory,12.9743859,77.7117405,Karnataka,March,True,True,False
RJio,Outdoor,4G,5,Satisfactory,12.9565963,77.4896488,Karnataka,March,True,True,True
VI,Indoor,Unknown,1,Poor Voice Quality,21.10507501,79.01762733,Maharashtra,March,True,True,False
Airtel,Indoor,Unknown,5,Satisfactory,13.0726016,77.5601935,Karnataka,March,True,True,False
Airtel,Indoor,4G,5,Satisfactory,13.0725987,77.5601972,Karnataka,March,True,True,True
Airtel,Indoor,2G,5,Satisfactory,13.0725975,77.5602004,Karnataka,March,True,True,True
RJio,Indoor,4G,2,Poor Voice Quality,25.3759798,88.2637081,West Bengal,March,True,True,True
RJio,Indoor,4G,5,Satisfactory,12.95649428,77.48964594,Karnataka,March,True,True,True
Airtel,Indoor,2G,5,Satisfactory,12.9745275,77.7116403,Karnataka,March,True,True,True
RJio,Indoor,4G,4,Satisfactory,26.8899915,75.8084336,Rajasthan,March,True,True,True
RJio,Indoor,4G,4,Satisfactory,26.8901768,75.80851,Rajasthan,March,True,True,True
RJio,Indoor,4G,5,Satisfactory,12.97243025,77.50778971,Karnataka,March,True,True,True
Airtel,Indoor,Unknown,5,Satisfactory,12.9735067,77.7114761,Karnataka,March,True,True,False
RJio,Outdoor,Unknown,3,Satisfactory,30.10475111,78.28764606,Uttarakhand,March,True,True,False
Airtel,Outdoor,4G,5,Satisfactory,13.07191602,77.55996289,Karnataka,March,True,True,True
VI,Indoor,4G,5,Satisfactory,18.51507644,73.76926129,Maharashtra,March,True,True,True
VI,Travelling,4G,5,Satisfactory,18.51507644,73.76926129,Maharashtra,March,True,True,True
VI,Indoor,4G,5,Satisfactory,18.64680035,74.06450456,Maharashtra,March,True,True,True
Airtel,Indoor,Unknown,5,Satisfactory,12.9746137,77.7122698,Karnataka,March,True,True,False
Airtel,Indoor,4G,5,Satisfactory,12.9743858,77.7117477,Karnataka,March,True,True,True
Airtel,Indoor,4G,5,Satisfactory,12.9743916,77.7117415,Karnataka,March,True,True,True
VI,Outdoor,Unknown,5,Satisfactory,19.065924,73.0022619,Maharashtra,March,True,True,False
Airtel,Indoor,4G,5,Satisfactory,13.07388302,77.55816141,Karnataka,March,True,True,True
Airtel,Outdoor,4G,5,Satisfactory,13.07388302,77.55816141,Karnataka,March,True,True,True
RJio,Indoor,4G,5,Satisfactory,12.95663022,77.48957058,Karnataka,March,True,True,True
RJio,Indoor,4G,5,Satisfactory,12.9565899,77.4897744,Karnataka,March,True,True,True
RJio,Indoor,4G,5,Satisfactory,12.95656576,77.48969575,Karnataka,March,True,True,True
RJio,Indoor,4G,5,Satisfactory,12.95654538,77.48962956,Karnataka,March,True,True,True
RJio,Indoor,4G,3,Poor Voice Quality,12.95654538,77.48962956,Karnataka,March,True,True,True
RJio,Indoor,4G,5,Satisfactory,12.97239843,77.50787895,Karnataka,March,True,True,True
RJio,Indoor,4G,5,Satisfactory,17.47144833,78.42652167,Telangana,March,True,True,True
RJio,Indoor,4G,5,Satisfactory,12.95659333,77.4896608,Karnataka,March,True,True,True
RJio,Outdoor,4G,3,Satisfactory,30.10475111,78.28764606,Uttarakhand,March,True,True,True
VI,Indoor,4G,5,Satisfactory,18.45815562,73.78448535,Maharashtra,March,True,True,True
RJio,Indoor,Unknown,3,Satisfactory,30.11547566,78.28132015,Uttarakhand,March,True,True,False
RJio,Indoor,4G,3,Satisfactory,30.11547566,78.28132015,Uttarakhand,March,True,True,True
Airtel,Outdoor,4G,5,Satisfactory,28.6617449,77.2661608,Delhi,March,True,True,True
Airtel,Indoor,Unknown,5,Satisfactory,13.0725939,77.5601991,Karnataka,March,True,True,False
Airtel,Indoor,Unknown,5,Satisfactory,13.0725977,77.5602016,Karnataka,March,True,True,False
RJio,Indoor,4G,5,Satisfactory,13.0526944,77.5550146,Karnataka,March,True,True,True
Airtel,Indoor,4G,5,Satisfactory,13.0726007,77.5601972,Karnataka,March,True,True,True
VI,Indoor,4G,1,Call Dropped,18.65176657,73.75169659,Maharashtra,March,True,True,True
Airtel,Indoor,4G,5,Satisfactory,13.0726003,77.5601999,Karnataka,March,True,True,True
RJio,Indoor,4G,5,Satisfactory,17.46978333,78.41609833,Telangana,March,True,True,True
Airtel,Indoor,Unknown,1,Call Dropped,13.07392735,77.55774974,Karnataka,March,True,True,False
VI,Indoor,4G,5,Satisfactory,18.4576669,73.785986,Maharashtra,March,True,True,True
VI,Indoor,4G,5,Satisfactory,18.4581195,73.7860783,Maharashtra,March,True,True,True
RJio,Indoor,4G,3,Satisfactory,30.10478142,78.28760666,Uttarakhand,March,True,True,True
Airtel,Indoor,4G,5,Satisfactory,13.0726088,77.5602009,Karnataka,March,True,True,True
RJio,Indoor,4G,1,Poor Voice Quality,17.67809667,73.98833,Maharashtra,March,True,True,True
VI,Indoor,4G,4,Satisfactory,21.12282083,79.06782808,Maharashtra,March,True,True,True
Airtel,Indoor,4G,5,Satisfactory,13.07250019,77.56018062,Karnataka,March,True,True,True
Airtel,Indoor,4G,5,Satisfactory,13.0726156,77.5602168,Karnataka,March,True,True,True
RJio,Indoor,4G,5,Satisfactory,17.478245,78.42203833,Telangana,March,True,True,True
Airtel,Indoor,Unknown,5,Satisfactory,13.0726054,77.5602059,Karnataka,March,True,True,False
Airtel,Indoor,4G,5,Satisfactory,13.0726113,77.5602032,Karnataka,March,True,True,True
Airtel,Indoor,4G,5,Satisfactory,13.0726013,77.560207,Karnataka,March,True,True,True
Airtel,Indoor,4G,5,Satisfactory,13.072551,77.560213,Karnataka,March,True,True,True
Airtel,Indoor,2G,5,Satisfactory,13.072598,77.5602069,Karnataka,March,True,True,True
RJio,Indoor,Unknown,3,Satisfactory,30.11588312,78.28157108,Uttarakhand,March,True,True,False
Airtel,Indoor,2G,5,Satisfactory,13.0726044,77.560196,Karnataka,March,True,True,True
Airtel,Outdoor,Unknown,5,Satisfactory,13.0733238,77.5609133,Karnataka,March,True,True,False
RJio,Indoor,4G,3,Satisfactory,30.1049339,78.2877372,Uttarakhand,March,True,True,True
Airtel,Indoor,2G,5,Satisfactory,13.02045745,77.65320745,Karnataka,March,True,True,True
Airtel,Indoor,Unknown,5,Satisfactory,12.98540636,77.73346865,Karnataka,March,True,True,False
RJio,Outdoor,4G,3,Satisfactory,30.1047685,78.2876382,Uttarakhand,March,True,True,True
Airtel,Indoor,4G,5,Satisfactory,12.97468905,77.71267589,Karnataka,March,True,True,True
Airtel,Indoor,Unknown,5,Satisfactory,12.97468905,77.71267589,Karnataka,March,True,True,False
RJio,Indoor,4G,5,Satisfactory,17.46991667,78.41624167,Telangana,March,True,True,True
Airtel,Outdoor,4G,5,Satisfactory,12.9565337,77.48969084,Karnataka,March,True,True,True
Airtel,Indoor,4G,5,Satisfactory,13.07027885,77.56000945,Karnataka,March,True,True,True
Airtel,Indoor,4G,5,Satisfactory,13.06909881,77.55971491,Karnataka,March,True,True,True
Airtel,Indoor,4G,5,Satisfactory,13.06865674,77.55962231,Karnataka,March,True,True,True
RJio,Indoor,4G,5,Satisfactory,17.45082833,78.42542,Telangana,March,True,True,True
Airtel,Indoor,Unknown,5,Satisfactory,12.97415941,77.71143149,Karnataka,March,True,True,False
VI,Outdoor,Unknown,3,Poor Voice Quality,21.1349921,79.08375559,Maharashtra,March,True,True,False
Airtel,Indoor,Unknown,5,Satisfactory,12.97391784,77.71258973,Karnataka,March,True,True,False
VI,Indoor,Unknown,5,Satisfactory,21.12828078,79.06817163,Maharashtra,March,True,True,False
Airtel,Indoor,4G,5,Satisfactory,13.07366008,77.56041858,Karnataka,March,True,True,True
Airtel,Indoor,4G,5,Satisfactory,13.0726012,77.5602011,Karnataka,March,True,True,True
Airtel,Indoor,Unknown,5,Satisfactory,13.0726012,77.5602011,Karnataka,March,True,True,False
VI,Outdoor,Unknown,5,Satisfactory,19.06580911,73.0024244,Maharashtra,March,True,True,False
VI,Indoor,Unknown,4,Satisfactory,21.12828078,79.06817163,Maharashtra,March,True,True,False
Airtel,Indoor,Unknown,5,Satisfactory,12.99892134,77.67325893,Karnataka,March,True,True,False
RJio,Indoor,4G,3,Satisfactory,30.10478664,78.2877148,Uttarakhand,March,True,True,True
RJio,Indoor,4G,5,Satisfactory,17.47004,78.41616,Telangana,March,True,True,True
RJio,Indoor,4G,5,Satisfactory,17.47005833,78.416155,Telangana,March,True,True,True
RJio,Indoor,4G,5,Satisfactory,17.44960667,78.43718,Telangana,March,True,True,True
Airtel,Indoor,4G,5,Satisfactory,12.9566399,77.48961152,Karnataka,March,True,True,True
Airtel,Outdoor,4G,5,Satisfactory,12.9566399,77.48961152,Karnataka,March,True,True,True
Airtel,Indoor,4G,5,Satisfactory,12.95654388,77.48971438,Karnataka,March,True,True,True
RJio,Outdoor,Unknown,3,Satisfactory,30.10478664,78.2877148,Uttarakhand,March,True,True,False
RJio,Outdoor,4G,4,Satisfactory,26.90003267,75.79778591,Rajasthan,March,True,True,True
RJio,Indoor,4G,5,Satisfactory,12.76033333,80.01713167,Tamil Nadu,March,True,True,True
Airtel,Indoor,4G,5,Satisfactory,12.9565931,77.4896752,Karnataka,March,True,True,True
Airtel,Indoor,Unknown,5,Satisfactory,12.9565942,77.4896681,Karnataka,March,True,True,False
RJio,Indoor,4G,4,Satisfactory,26.90003267,75.79778591,Rajasthan,March,True,True,True
Airtel,Indoor,2G,5,Satisfactory,13.07349305,77.56090223,Karnataka,March,True,True,True
RJio,Indoor,4G,5,Satisfactory,12.76174667,80.01704333,Tamil Nadu,March,True,True,True
VI,Outdoor,Unknown,5,Satisfactory,19.06993679,72.99677902,Maharashtra,March,True,True,False
Airtel,Indoor,4G,5,Satisfactory,12.97417395,77.55109141,Karnataka,March,True,True,True
Airtel,Indoor,4G,5,Satisfactory,12.99944563,77.64102156,Karnataka,March,True,True,True
Airtel,Travelling,4G,5,Satisfactory,12.53972446,78.56302116,Tamil Nadu,March,True,True,True
Airtel,Indoor,4G,5,Satisfactory,12.99967982,77.64194974,Karnataka,March,True,True,True
Airtel,Travelling,4G,5,Satisfactory,12.95901416,77.49369817,Karnataka,March,True,True,True
Airtel,Outdoor,Unknown,5,Satisfactory,12.95654388,77.48971438,Karnataka,March,True,True,False
Airtel,Indoor,4G,1,Poor Voice Quality,12.9566399,77.48961152,Karnataka,March,True,True,True
Airtel,Travelling,4G,5,Satisfactory,12.37824519,78.49918188,Tamil Nadu,March,True,True,True
Airtel,Indoor,4G,5,Satisfactory,10.79916814,76.63764644,Kerala,March,True,True,True
Airtel,Indoor,4G,5,Satisfactory,10.79942508,76.63724596,Kerala,March,True,True,True
Airtel,Indoor,4G,5,Satisfactory,10.79890458,76.63727171,Kerala,March,True,True,True
Airtel,Indoor,4G,5,Satisfactory,10.79931455,76.63690917,Kerala,March,True,True,True
Airtel,Indoor,4G,5,Satisfactory,10.79930031,76.63740443,Kerala,March,True,True,True
Airtel,Indoor,4G,5,Satisfactory,10.7994361,76.6375689,Kerala,March,True,True,True
Airtel,Indoor,4G,5,Satisfactory,10.79733837,76.6388524,Kerala,March,True,True,True
Airtel,Indoor,4G,5,Satisfactory,10.79734647,76.63891872,Kerala,March,True,True,True
Airtel,Indoor,4G,5,Satisfactory,10.7973702,76.63900101,Kerala,March,True,True,True
Airtel,Travelling,4G,5,Satisfactory,10.75991832,76.65295933,Kerala,March,True,True,True
Airtel,Travelling,4G,5,Satisfactory,10.71930884,76.60141348,Kerala,March,True,True,True
Airtel,Outdoor,4G,5,Satisfactory,10.71930884,76.60141348,Kerala,March,True,True,True
Airtel,Indoor,4G,5,Satisfactory,10.65044306,76.58952389,Kerala,March,True,True,True
RJio,Indoor,4G,5,Satisfactory,17.46853,78.40064833,Telangana,March,True,True,True
RJio,Indoor,Unknown,3,Satisfactory,30.1155426,78.2817826,Uttarakhand,March,True,True,False
RJio,Indoor,4G,3,Call Dropped,17.46853,78.40064833,Telangana,March,True,True,True
RJio,Indoor,4G,4,Satisfactory,17.46853,78.40064833,Telangana,March,True,True,True
RJio,Indoor,4G,5,Satisfactory,17.46985333,78.416355,Telangana,March,True,True,True
RJio,Indoor,4G,5,Satisfactory,13.07238832,77.50459266,Karnataka,March,True,True,True
Airtel,Indoor,Unknown,5,Satisfactory,10.65039457,76.58943389,Kerala,March,True,True,False
Airtel,Outdoor,Unknown,1,Call Dropped,10.6502558,76.5901128,Kerala,March,True,True,False
Airtel,Indoor,Unknown,1,Call Dropped,10.6502558,76.5901128,Kerala,March,True,True,False
Airtel,Indoor,Unknown,1,Call Dropped,10.64995136,76.59022826,Kerala,March,True,True,False
Airtel,Outdoor,Unknown,5,Satisfactory,10.64995136,76.59022826,Kerala,March,True,True,False
Airtel,Indoor,4G,5,Satisfactory,14.02785435,75.93179222,Karnataka,March,True,True,True
Airtel,Outdoor,4G,5,Satisfactory,10.64995136,76.59022826,Kerala,March,True,True,True
Airtel,Outdoor,4G,5,Satisfactory,10.65041411,76.5895634,Kerala,March,True,True,True
Airtel,Indoor,4G,3,Satisfactory,16.48204157,81.15175972,Andhra Pradesh,March,True,True,True
Airtel,Indoor,Unknown,2,Poor Voice Quality,16.48208349,81.15162742,Andhra Pradesh,March,True,True,False
RJio,Indoor,4G,1,Call Dropped,28.69922664,77.28053769,Uttar Pradesh,March,True,True,True
Airtel,Indoor,4G,2,Call Dropped,10.6502558,76.5901128,Kerala,March,True,True,True
Airtel,Outdoor,4G,5,Satisfactory,10.65041275,76.58947802,Kerala,March,True,True,True
Airtel,Travelling,4G,5,Satisfactory,10.65621675,76.5956334,Kerala,March,True,True,True
Airtel,Indoor,Unknown,5,Satisfactory,10.6503571,76.58945584,Kerala,March,True,True,False
RJio,Indoor,4G,5,Satisfactory,17.42918667,78.418075,Telangana,March,True,True,True
RJio,Indoor,4G,3,Satisfactory,30.10477552,78.28768582,Uttarakhand,March,True,True,True
RJio,Indoor,Unknown,3,Satisfactory,30.10477552,78.28768582,Uttarakhand,March,True,True,False
RJio,Indoor,4G,1,Poor Voice Quality,28.70329605,77.2644174,Uttar Pradesh,March,True,True,True
RJio,Indoor,4G,1,Poor Voice Quality,28.7031894,77.2645602,Uttar Pradesh,March,True,True,True
RJio,Indoor,4G,1,Call Dropped,28.6990777,77.2804486,Uttar Pradesh,March,True,True,True
RJio,Indoor,4G,1,Call Dropped,28.699042,77.2805218,Uttar Pradesh,March,True,True,True
Airtel,Indoor,Unknown,2,Poor Voice Quality,16.48203438,81.15172795,Andhra Pradesh,March,True,True,False
Airtel,Indoor,Unknown,5,Satisfactory,14.02772702,75.93189681,Karnataka,March,True,True,False
Airtel,Indoor,4G,5,Satisfactory,14.02772702,75.93189681,Karnataka,March,True,True,True
Airtel,Indoor,4G,5,Satisfactory,17.36287596,78.52027539,Telangana,March,True,True,True
RJio,Indoor,Unknown,1,Poor Voice Quality,30.10477552,78.28768582,Uttarakhand,March,True,True,False
RJio,Indoor,4G,5,Satisfactory,12.7221109,80.0224778,Tamil Nadu,March,True,True,True
Airtel,Indoor,4G,5,Satisfactory,10.79946479,76.66929873,Kerala,March,True,True,True
RJio,Indoor,4G,5,Satisfactory,17.491625,78.35296,Telangana,March,True,True,True
RJio,Indoor,4G,1,Poor Voice Quality,30.10477552,78.28768582,Uttarakhand,March,True,True,True
Airtel,Travelling,4G,5,Satisfactory,10.64632069,76.59111704,Kerala,March,True,True,True
Airtel,Outdoor,4G,5,Satisfactory,10.65007653,76.59032075,Kerala,March,True,True,True
Airtel,Indoor,4G,5,Satisfactory,10.65007653,76.59032075,Kerala,March,True,True,True
Airtel,Travelling,4G,5,Satisfactory,10.65007653,76.59032075,Kerala,March,True,True,True
Airtel,Indoor,4G,5,Satisfactory,13.0726111,77.5601943,Karnataka,March,True,True,True
